img_number,color_id,frame,track,batch,pass,environment,bee_range,filepath
18585,yellow-green,38615,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038615.jpg
18586,yellow-green,38651,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038651.jpg
18587,yellow-green,38654,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038654.jpg
18588,yellow-green,38658,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038658.jpg
18589,yellow-green,38686,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038686.jpg
18590,yellow-green,38740,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038740.jpg
18591,yellow-green,38787,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038787.jpg
18592,yellow-green,38815,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038815.jpg
18593,yellow-green,38816,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038816.jpg
18594,yellow-green,38824,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038824.jpg
18595,yellow-green,38828,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038828.jpg
18596,yellow-green,38857,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038857.jpg
18597,yellow-green,38888,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038888.jpg
18598,yellow-green,38935,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038935.jpg
18599,yellow-green,38943,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038943.jpg
18600,yellow-green,38955,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038955.jpg
18601,yellow-green,38964,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038964.jpg
18602,yellow-green,38992,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame038992.jpg
18603,yellow-green,39005,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039005.jpg
18604,yellow-green,39026,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039026.jpg
18605,yellow-green,39027,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039027.jpg
18606,yellow-green,39030,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039030.jpg
18607,yellow-green,39082,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039082.jpg
18608,yellow-green,39088,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039088.jpg
18609,yellow-green,39098,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039098.jpg
18610,yellow-green,39101,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039101.jpg
18611,yellow-green,39137,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039137.jpg
18612,yellow-green,39138,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039138.jpg
18613,yellow-green,39139,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039139.jpg
18614,yellow-green,39143,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039143.jpg
18615,yellow-green,39145,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039145.jpg
18616,yellow-green,39147,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039147.jpg
18617,yellow-green,39162,297,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000297.frame039162.jpg
18618,yellow-green,39183,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039183.jpg
18619,yellow-green,39187,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039187.jpg
18620,yellow-green,39189,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039189.jpg
18621,yellow-green,39192,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039192.jpg
18622,yellow-green,39194,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039194.jpg
18623,yellow-green,39196,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039196.jpg
18624,yellow-green,39199,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039199.jpg
18625,yellow-green,39200,298,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000298.frame039200.jpg
18626,blue-green,39660,300,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000300.frame039660.jpg
18627,blue-green,39662,300,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000300.frame039662.jpg
18628,blue-green,39687,300,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000300.frame039687.jpg
18629,blue-green,39713,300,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000300.frame039713.jpg
18630,blue-green,39716,300,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000300.frame039716.jpg
18631,blue-green,39836,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039836.jpg
18632,blue-green,39858,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039858.jpg
18633,blue-green,39859,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039859.jpg
18634,blue-green,39860,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039860.jpg
18635,blue-green,39865,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039865.jpg
18636,blue-green,39866,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039866.jpg
18637,blue-green,39877,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039877.jpg
18638,blue-green,39911,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039911.jpg
18639,blue-green,39933,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039933.jpg
18640,blue-green,39935,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039935.jpg
18641,blue-green,39953,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039953.jpg
18642,blue-green,39957,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039957.jpg
18643,blue-green,39958,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039958.jpg
18644,blue-green,39959,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039959.jpg
18645,blue-green,39973,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039973.jpg
18646,blue-green,39978,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039978.jpg
18647,blue-green,39997,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039997.jpg
18648,blue-green,39998,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039998.jpg
18649,blue-green,39999,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame039999.jpg
18650,blue-green,40000,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame040000.jpg
18651,blue-green,40001,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame040001.jpg
18652,blue-green,40002,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame040002.jpg
18653,blue-green,40003,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame040003.jpg
18654,blue-green,40009,306,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000306.frame040009.jpg
18655,blue-green,40154,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040154.jpg
18656,blue-green,40163,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040163.jpg
18657,blue-green,40164,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040164.jpg
18658,blue-green,40167,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040167.jpg
18659,blue-green,40178,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040178.jpg
18660,blue-green,40186,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040186.jpg
18661,blue-green,40260,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040260.jpg
18662,blue-green,40261,307,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000307.frame040261.jpg
18663,blue-green,40348,312,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000312.frame040348.jpg
18664,blue-green,40362,312,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000312.frame040362.jpg
18665,blue-green,40371,312,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000312.frame040371.jpg
18666,blue-green,40377,312,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000312.frame040377.jpg
18667,blue-green,40380,312,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000312.frame040380.jpg
18668,blue-green,40619,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040619.jpg
18669,blue-green,40623,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040623.jpg
18670,blue-green,40631,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040631.jpg
18671,blue-green,40651,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040651.jpg
18672,blue-green,40731,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040731.jpg
18673,blue-green,40741,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040741.jpg
18674,blue-green,40742,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040742.jpg
18675,blue-green,40744,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040744.jpg
18676,blue-green,40745,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040745.jpg
18677,blue-green,40746,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040746.jpg
18678,blue-green,40749,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040749.jpg
18679,blue-green,40751,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040751.jpg
18680,blue-green,40752,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040752.jpg
18681,blue-green,40753,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040753.jpg
18682,blue-green,40759,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040759.jpg
18683,blue-green,40769,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040769.jpg
18684,blue-green,40770,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040770.jpg
18685,blue-green,40773,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040773.jpg
18686,blue-green,40835,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040835.jpg
18687,blue-green,40838,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040838.jpg
18688,blue-green,40840,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040840.jpg
18689,blue-green,40848,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040848.jpg
18690,blue-green,40853,314,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000314.frame040853.jpg
18691,blue-green,40922,317,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000317.frame040922.jpg
18692,blue-green,40998,317,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000317.frame040998.jpg
18693,green,41434,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041434.jpg
18694,green,41436,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041436.jpg
18695,green,41437,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041437.jpg
18696,green,41438,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041438.jpg
18697,green,41453,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041453.jpg
18698,green,41454,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041454.jpg
18699,green,41457,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041457.jpg
18700,green,41462,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041462.jpg
18701,green,41482,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041482.jpg
18702,green,41483,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041483.jpg
18703,green,41484,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041484.jpg
18704,green,41486,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041486.jpg
18705,green,41489,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041489.jpg
18706,green,41493,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041493.jpg
18707,green,41538,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041538.jpg
18708,green,41558,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041558.jpg
18709,green,41566,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041566.jpg
18710,green,41567,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041567.jpg
18711,green,41570,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041570.jpg
18712,green,41572,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041572.jpg
18713,green,41575,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041575.jpg
18714,green,41588,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041588.jpg
18715,green,41592,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041592.jpg
18716,green,41610,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041610.jpg
18717,green,41612,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041612.jpg
18718,green,41624,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041624.jpg
18719,green,41632,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041632.jpg
18720,green,41697,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041697.jpg
18721,green,41735,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041735.jpg
18722,green,41736,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041736.jpg
18723,green,41737,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041737.jpg
18724,green,41738,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041738.jpg
18725,green,41748,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041748.jpg
18726,green,41749,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041749.jpg
18727,green,41750,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041750.jpg
18728,green,41753,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041753.jpg
18729,green,41755,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041755.jpg
18730,green,41757,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041757.jpg
18731,green,41766,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041766.jpg
18732,green,41779,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041779.jpg
18733,green,41792,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041792.jpg
18734,green,41840,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041840.jpg
18735,green,41845,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041845.jpg
18736,green,41856,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041856.jpg
18737,green,41859,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041859.jpg
18738,green,41870,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041870.jpg
18739,green,41953,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041953.jpg
18740,green,41954,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041954.jpg
18741,green,41989,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame041989.jpg
18742,green,42027,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042027.jpg
18743,green,42039,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042039.jpg
18744,green,42041,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042041.jpg
18745,green,42043,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042043.jpg
18746,green,42044,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042044.jpg
18747,green,42050,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042050.jpg
18748,green,42051,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042051.jpg
18749,green,42053,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042053.jpg
18750,green,42057,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042057.jpg
18751,green,42058,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042058.jpg
18752,green,42060,318,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000318.frame042060.jpg
18753,green,42242,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042242.jpg
18754,green,42247,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042247.jpg
18755,green,42248,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042248.jpg
18756,green,42249,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042249.jpg
18757,green,42254,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042254.jpg
18758,green,42257,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042257.jpg
18759,green,42261,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042261.jpg
18760,green,42322,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042322.jpg
18761,green,42374,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042374.jpg
18762,green,42398,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042398.jpg
18763,green,42424,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042424.jpg
18764,green,42425,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042425.jpg
18765,green,42433,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042433.jpg
18766,green,42435,321,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000321.frame042435.jpg
18767,green-pink,43452,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043452.jpg
18768,green-pink,43460,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043460.jpg
18769,green-pink,43462,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043462.jpg
18770,green-pink,43464,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043464.jpg
18771,green-pink,43479,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043479.jpg
18772,green-pink,43490,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043490.jpg
18773,green-pink,43504,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043504.jpg
18774,green-pink,43507,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043507.jpg
18775,green-pink,43511,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043511.jpg
18776,green-pink,43514,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043514.jpg
18777,green-pink,43524,347,1,,in-lab,1-32,./images/young-adults-blue-white-in-lab-1-32_batch_1.mp4.mp4.track000347.frame043524.jpg
